OBJECTID,Route,Signing,Qualifier,Ramp,ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
43017, ,5,1, ,100912,1,30,US9 LOUDON RD,MAXWELL RD, , , , ,OLD NISKAYUNA R,CR152,40, ,112084,112084,100912011,0,1.92,39235626,1,2084,,17,Combined Total,Y,,2019,F,6359,674,419,144,18,2018,6377,11,62,2014,6577,2011,5231,2008,1490,2018,14,3,2,0,0,86,12,0,2,1,0,0,2019,2018,40,40,41,45,0,0,13.07251072,59.18663025,0,162,3,Actual,,,,,671,355,729
43018, , ,0,NY085011101C,272907,1,30,KRUMKILL RD,NY 85 SB (ON), , , ,Y,NY85 @ Krumkill, ,0,Y,113328,113328,272907011,0,0.18,39258215,1,3328,,14,Combined Total,Y,Y,2019,A,398,36,36,6,0,2019,398,9,100,2013,437,2010,420,,,2019,9,1,1,0,0,91,7,0,1,1,0,0,2019,2019,35,27,28,32,0,0,13.07251072,59.18663025,0,6,1,Actual,,,,,36,35,40
43029, , ,0,0I090011106A,272723,1,30,CORPORATE WOODS BLVD,I-90 EB (ON), ,1092579, ,Y,I90 Exit 5A Alb, ,0,Y,113220,113220,272723011,0,1.01,39130204,1,3220,,11,Combined Total,Y,Y,2019,F,1898,454,454,20,0,2017,1844,24,100,2012,1525,,,,,2017,11,1,1,0,0,89,10,0,1,1,0,0,2019,2017,35,53,54,59,38,1,13.07251072,59.18663025,0,20,1,Actual,,,,,76,116,482
43034, , ,0,0I090011108C,272733,1,30,MERGE WITH I90 EB OFF,I-787 NB (ON), , , ,Y,I90 at I787 Alb, ,0,Y,113914,113914,272733011,0.28,0.66,39249897,1,3914,,11,Combined Total,Y,Y,2019,F,29863,2751,2751,1226,957,2017,29020,9,100,,,,,,,2017,20,7,4,3,0,80,12,1,4,1,0,0,2019,2017,35,53,54,60,45,2,13.07251072,59.18663025,0,2183,7,Actual,,,,,2306,1582,2721
43051, , ,0,0I090011103E,272717,1,30,I-90 EB (OFF),MERGE EB RAMPS, , , ,Y,I90 Exit 3 Alba, ,0,Y,113206,113206,272717011,0,0.14,39228740,1,3206,,11,Combined Total,Y,Y,2019,F,11139,1063,1063,363,604,2018,10980,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,967,9,Estimated,,,,,1141,627,964
43059, , ,0,0I090011105B,272721,1,30,EVERETT RD,I-90 EB (ON), , , ,Y,I90 Exit 5 Alba, ,0,Y,113214,113214,272721011,0,0.22,39228633,1,3214,,11,Combined Total,Y,Y,2019,F,10770,960,960,499,131,2017,10466,9,100,2012,10174,,,,,2017,20,6,5,1,0,80,14,1,3,1,0,0,2019,2017,35,39,40,44,0,0,13.07251072,59.18663025,0,630,6,Actual,,,,,763,790,1026
43062, , ,0,0I090011103E,272717,1,30,MERGE EB RAMPS,DIVERGE EB RAMPS, , , ,Y,I90 Exit 3 Alba, ,0,Y,113907,113907,272717011,0.14,0.22,39250094,1,3907,,11,Combined Total,Y,Y,2019,F,13413,1256,1256,437,728,2018,13221,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1165,9,Estimated,,,,,1235,791,1348
43065, , ,0,0I787011106F,272825,1,30,I-787 NB (OFF),NY378 MENANDS RD WB, , , ,Y,I787 Exit 7 Alb, ,0,Y,113312,113312,272825011,0,0.25,39103937,1,3312,,11,Combined Total,Y,Y,2019,A,3641,361,361,119,198,2019,3641,10,100,2018,3114,2016,2871,2010,3514,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,317,9,Estimated,,,,,320,236,390
43076, , ,1, ,104078,1,30,CLINTON AVE,NO CITY LINE, , , , ,BROADWAY, ,30, ,112070,112070,104078011,1.49,3.17,39230509,1,2070,,16,Combined Total,Y,,2019,F,4812,478,304,172,34,2018,4821,10,64,2014,4744,2011,4551,2006,6246,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,206,4,Estimated,,,,,414,366,517
43077, , ,0,0I090011102B,272712,1,30,MERGE RAMPS WASHINGTON AVE,I-90 EB (ON), , , ,Y,I90 Exit 2 Alba, ,0,Y,113196,113196,272712011,0,0.25,39102002,1,3196,,11,Combined Total,Y,Y,2019,F,9302,903,903,303,505,2017,9039,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,808,9,Estimated,,,,,714,599,934
43079, , ,0,0I090011103C,272971,1,30,PATROON CREEK BLVD,MERGE EB RAMPS, , , ,Y,I90 Exit 3 Alba, ,0,Y,113808,113808,272971011,0,0.12,39181389,1,3808,,11,Combined Total,Y,Y,2019,F,6727,1186,1186,219,365,2018,6631,18,100,2014,6230,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,584,9,Estimated,,,,,386,450,1273
43088, , ,0,0I090011107A,272727,1,30,I-90 EB (OFF),DIVERGE RAMPS TO US9, , , ,Y,I90 Exit 6 Alba, ,0,Y,113901,113901,272727011,0,0.27,39125109,1,3901,,11,Combined Total,Y,Y,2019,F,8943,866,866,291,485,2018,8815,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,776,9,Estimated,,,,,897,527,930
43090, , ,0,US020011101B,272930,1,30,US 20 WB,NY910F NORTHWAY NB (ON), , , ,Y,US 20 at Fuller, ,0,Y,113343,113343,272930011,0,0.29,39102004,1,3343,,14,Combined Total,Y,Y,2019,F,6490,729,729,245,90,2018,6527,11,100,2011,6916,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,335,5,Estimated,,,,,330,506,798
43092, , ,0,0I787011106A,272820,1,30,I-787 NB (OFF),NY378 MENANDS RD EB, , , ,Y,I787 Exit 7 Alb, ,0,Y,113307,113307,272820011,0,0.8,39221525,1,3307,,11,Combined Total,Y,Y,2019,A,9233,1187,1187,301,501,2019,9233,13,100,2018,6911,2016,8179,2010,7029,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,802,9,Estimated,,,,,636,510,1281
43093, , ,1, ,102941,1,30,CR 203,SR 20, , , , ,CHURCH RD E, ,30, ,112067,112067,102941011,0,1.46,39247057,1,2067,,17,Combined Total,Y,,2019,A,5604,543,441,82,9,2019,5604,10,81,2014,6061,2011,6387,2006,6293,2014,13,2,1,0,1,86,11,0,1,1,0,0,2019,2014,35,33,34,38,0,0,13.07251072,59.18663025,0,91,2,Actual,,,,,586,308,555
43096, , ,0,0I087011105G,272543,1,30,NY5 CENTRAL AV WB,I-87 NORTHWAY SB ON, , , ,Y,I87 Exit 2 Alba, ,0,Y,113023,113023,272543011,0,0.41,39253154,1,3023,,11,Combined Total,Y,Y,2019,F,9875,1044,1044,321,536,2017,9596,11,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,857,9,Estimated,,,,,324,777,1034
43109, , ,0,NY085011102C,272910,1,30,HARRIMAN CAMPUS OUTER LOOP,NY 85 SB (ON), , , ,Y,NY85 @ US 20 Ex, ,0,Y,113331,113331,272910011,0,0.17,39248058,1,3331,,14,Combined Total,Y,Y,2019,F,763,177,177,7,0,2017,772,23,100,2010,639,,,,,2017,10,1,1,0,0,90,9,0,1,1,0,0,2019,2017,35,37,37,41,0,0,13.07251072,59.18663025,0,7,1,Actual,,,,,31,42,190
43116, , ,0,0I090011107D,272730,1,30,US 9 SB (OFF),MERGE NORTHERN BLVD RAMP, , , ,Y,I90 Exit 6 Alba, ,0,Y,113227,113227,272730011,0,0.37,39209374,1,3227,,11,Combined Total,Y,Y,2019,F,3936,427,427,128,214,2018,3880,11,100,2013,3562,2010,3870,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,342,9,Estimated,,,,,247,216,266
43120, , ,0,NY085011104B,272915,1,30,LINCOLN AVE,NY 85 NB (ON), , , ,Y,NY85 I90 Exit A, ,0,Y,113336,113336,272915011,0,0.16,39220996,1,3336,,14,Combined Total,Y,Y,2019,F,2619,257,257,99,36,2018,2634,10,100,2013,2837,2010,2499,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,135,5,Estimated,,,,,236,176,283
43124, , ,1, ,104120,1,30,HENRY JOHNSON BLVD,MANNING BLVD, , , , ,CLINTON AVE, ,30, ,112062,112062,104120011,0.74,1.89,39235500,1,2062,,16,Combined Total,Y,,2019,F,6381,593,313,228,45,2017,6404,9,53,2013,5544,2006,5635,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,273,4,Estimated,,,,,304,419,495
43128, , ,0,0I087011105A,272538,1,30,I-87 NORTHWAY NB OFF,NY5 CENTRAL AV - WOLF RD, , , ,Y,I87 Exit 2 Alba, ,0,Y,113021,113021,272538011,0,0.55,39236460,1,3021,,11,Combined Total,Y,Y,2019,F,12863,1067,1067,419,698,2017,12500,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1117,9,Estimated,,,,,948,1057,950
43130, , ,0,0I090011108C,272733,1,30,DIVERGE TO I787 NB&SB,MERGE WITH I90 EB OFF, , , ,Y,I90 at I787 Alb, ,0,Y,113250,113250,272733011,0.14,0.28,39256400,1,3250,,11,Combined Total,Y,Y,2019,F,11450,1025,1025,618,584,2017,11127,9,100,,,,,,,2017,27,10,5,5,0,73,16,1,5,1,0,0,2019,2017,35,45,46,51,3,0,13.07251072,59.18663025,0,1202,10,Actual,,,,,782,794,959
43133, , ,1, ,101110,1,30,SR 85,KRUMKILL RD, , , , ,BLESSING RD, ,30, ,112061,112061,101110011,0,1.21,39229862,1,2061,,17,Combined Total,Y,,2019,F,5949,587,350,106,12,2014,6033,10,60,2011,5157,2006,2406,,,2014,13,2,2,0,0,86,11,0,1,1,0,0,2019,2014,40,39,39,44,0,0,13.07251072,59.18663025,0,118,2,Actual,,,,,351,418,529
43146, , ,0,0I087011105D,272541,1,30,NY5 CENTRAL AV EB,I-87 NORTHWAY SB ON, , , ,Y,I87 Exit 2 Alba, ,0,Y,113020,113020,272541011,0,0.32,39169756,1,3020,,11,Combined Total,Y,Y,2019,F,8903,798,798,290,483,2017,8652,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,773,9,Estimated,,,,,854,500,716
43148, , ,0,NY085011101A,272905,1,30,KRUMKILL RD,NY 85 NB (ON), , , ,Y,NY85 @ Krumkill, ,0,Y,113326,113326,272905011,0,0.39,39171773,1,3326,,14,Combined Total,Y,Y,2019,A,10872,917,917,478,26,2019,10872,8,100,2013,11476,2010,10841,,,2019,16,5,4,0,0,84,11,0,4,1,0,0,2019,2019,35,45,46,50,2,0,13.07251072,59.18663025,0,504,5,Actual,,,,,1006,728,1020
43155, , ,0,0I090011106D,272726,1,30,I-90 EB (OFF),CORPORATE WOODS BLVD, ,1092579, ,Y,I90 Exit 5A Alb, ,0,Y,113218,113218,272726011,0,0.69,39241667,1,3218,,11,Combined Total,Y,Y,2019,F,2739,647,647,41,2,2017,2662,24,100,2012,2265,,,,,2017,12,2,1,0,0,88,11,1,1,1,0,0,2019,2017,35,48,49,54,11,0,13.07251072,59.18663025,0,43,2,Actual,,,,,687,195,123
43160, , ,0,0I787011106D,272823,1,30,MRGE RMP NY378 MENANDS RD WB,I-787 SB (ON), , , ,Y,I787 Exit 7 Alb, ,0,Y,113315,113315,272823011,0.27,0.68,39238666,1,3315,,11,Combined Total,Y,Y,2019,A,10475,1099,1099,341,568,2019,10475,10,100,2018,9479,2013,9597,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,909,9,Estimated,,,,,1186,692,776
43163, , ,0,0I090011107C,272729,1,30,MERGE I90 RAMPS TO US 9,DIVERGE RAMPS - US9 NB/NY377, , , ,Y,I90 Exit 6 Alba, ,0,Y,113920,113920,272729011,0.42,0.44,39257029,1,3920,,11,Combined Total,Y,Y,2019,F,11301,1088,1088,368,613,2018,11139,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,981,9,Estimated,,,,,680,581,688
43169, , ,0,0I087011105I,272545,1,30,NY5 CENTRAL AV EB,I-87 NORTHWAY NB ON, , , ,Y,I87 Exit 2 Alba, ,0,Y,113019,113019,272545011,0,0.44,39163701,1,3019,,11,Combined Total,Y,Y,2019,F,5228,422,422,170,284,2017,5080,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,454,9,Estimated,,,,,332,342,451
43180, , ,0,0I090011104B,272718,1,30,NY 85 (OFF),I-90 EB (ON), , , ,Y,I90 Exit 4 Alba, ,0,Y,113212,113212,272718011,0,0.33,39176282,1,3212,,11,Combined Total,Y,Y,2019,F,9420,1101,1101,307,511,2018,9285,12,100,2013,7145,2010,8657,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,818,9,Estimated,,,,,1053,523,1182
43182, , ,0,0I090011107D,272730,1,30,MERGE NORTHERN BLVD RAMP,DIVERGE RAMPS TO I-90, , , ,Y,I90 Exit 6 Alba, ,0,Y,113905,113905,272730011,0.37,0.52,39233393,1,3905,,11,Combined Total,Y,Y,2019,F,10902,1069,1069,355,592,2018,10746,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,947,9,Estimated,,,,,706,543,839
43186, , ,0,0I787011106D,272823,1,30,NY378 MENANDS RD EB,MRGE RMP NY378 MENANDS RD WB, , , ,Y,I787 Exit 7 Alb, ,0,Y,113310,113310,272823011,0,0.27,39257917,1,3310,,11,Combined Total,Y,Y,2019,A,2796,302,302,91,152,2019,2796,11,100,2018,3053,2017,7662,2013,2786,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,243,9,Estimated,,,,,286,165,326
43189, , ,1, ,104379,1,30,BROADWAY,N LAKE AVE, , , , ,LIVINGSTON AVE, ,30, ,112055,112055,104379011,0.07,1.23,39135148,1,2055,,17,Combined Total,Y,,2019,F,3498,282,176,107,0,2018,3508,8,63,2014,3556,2011,5168,2006,6527,2014,16,3,3,0,0,84,12,1,3,1,0,0,2019,2014,30,23,25,30,0,0,13.07251072,59.18663025,0,107,3,Actual,,,,,184,256,307
43191, , ,0,0I087011105C,272540,1,30,I-87 NORTHWAY SB (OFF),NY5 CENTRAL AV WB, , , ,Y,I87 Exit 2 Alba, ,0,Y,113018,113018,272540011,0,0.5,39117662,1,3018,,11,Combined Total,Y,Y,2019,F,6141,545,545,200,333,2017,5968,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,533,9,Estimated,,,,,583,398,432
43200, , ,0,0I087011105H,272544,1,30,I-87 NORTHWAY SB OFF,NY5 CENTRAL AV EB, , , ,Y,I87 Exit 2 Alba, ,0,Y,113017,113017,272544011,0,0.27,39248812,1,3017,,11,Combined Total,Y,Y,2019,F,5976,468,468,195,324,2017,5807,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,519,9,Estimated,,,,,501,470,432
43204, , ,1, ,102634,1,30,SR 378,SPRING ST, , , , ,SCHUYLER RD, ,40, ,112052,112052,102634011,0,0.97,39232406,1,2052,,17,Combined Total,Y,,2019,A,4396,587,466,60,7,2019,4396,13,79,2015,4455,2010,3695,2006,4270,2015,11,2,1,0,0,89,9,0,1,1,0,0,2019,2015,40,45,46,51,3,0,13.07251072,59.18663025,0,67,2,Actual,,,,,504,229,606
43206, , ,0,0I090011103A,272715,1,30,I-90 EB (OFF),HARRIMAN CAMPUS ACC RD, , , ,Y,I90 Exit 3 Alba, ,0,Y,113201,113201,272715011,0,0.36,39180466,1,3201,,11,Combined Total,Y,Y,2019,F,3366,706,706,110,183,2018,3318,21,100,2011,3030,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,293,9,Estimated,,,,,758,164,244
43208, , ,0,0I087011105E,272959,1,30,NY910B WOLF RD SB,MERGE RAMP TO I87 NB (ON), , , ,Y,I87 Exit 2 Alba, ,0,Y,113811,113811,272959011,0,0.13,39139097,1,3811,,11,Combined Total,Y,Y,2019,F,1331,177,177,43,72,2017,1293,13,100,2014,1235,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,115,9,Estimated,,,,,24,97,189
43212, , ,0,0I787011105C,272818,1,30,NY913T MENANDS CONN EB,I-787 SB (ON), , , ,Y,I787 Exit 6 Alb, ,0,Y,113304,113304,272818011,0,0.42,39179177,1,3304,,11,Combined Total,Y,Y,2019,F,3457,470,470,113,188,2018,3408,14,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,301,9,Estimated,,,,,271,245,560
43213, , ,0,0I787011105C,272818,1,30,NY913T MENANDS CONN EB,I-787 SB (ON), , , ,Y,I787 Exit 6 Alb, ,0,Y,113304,113304,272818011,0,0.42,39179177,1,3304,,11,Combined Total,Y,Y,2019,F,3457,470,470,113,188,2018,3408,14,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,301,9,Estimated,,,,,261,246,458
43219, , ,0,0I087011105F,272542,1,30,I-87 NORTHWAY NB OFF,NY5 CENTRAL AV WB, , , ,Y,I87 Exit 2 Alba, ,0,Y,113016,113016,272542011,0,0.29,39250683,1,3016,,11,Combined Total,Y,Y,2019,F,8088,679,679,263,439,2017,7860,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,702,9,Estimated,,,,,660,517,727
43223, , ,1, ,103077,1,30,OLD STATE RD,COLONIE T/L, , , , ,KINGS RD, ,30, ,112049,112049,103077011,0,0.9,39256300,1,2049,,17,Combined Total,Y,,2019,F,4878,493,363,137,15,2018,4892,10,74,2014,4621,2011,2036,,,2014,19,3,3,0,1,80,16,0,3,1,0,0,2019,2014,30,36,37,43,0,0,13.07251072,59.18663025,0,152,3,Actual,,,,,354,269,408
43231, ,5,1, ,100925,1,30,CR 306,GUILDERLAND TL, ,5513600, , ,NORMANSKILL RD,CR203,40, ,112048,112048,100925011,0,0.85,39248147,1,2048,,17,Combined Total,Y,,2019,A,4367,472,245,162,6,2019,4367,11,52,2014,4476,2011,3901,2006,5041,2019,19,4,4,0,0,81,15,1,3,1,0,0,2019,2019,40,43,44,49,1,0,13.07251072,59.18663025,0,168,4,Actual,,,,,397,254,509
43244, , ,0,NY085011103C,272913,1,30,NY 85 SB (OFF),HARRIMAN CAMPUS INNER LOOP, , , ,Y,NY85 Exit Washi, ,0,Y,113334,113334,272913011,0,0.17,39244442,1,3334,,14,Combined Total,Y,Y,2019,A,917,198,198,14,1,2019,917,22,100,2013,1231,2010,1270,,,2019,11,2,2,0,0,89,9,0,1,1,0,0,2019,2019,35,32,33,39,0,0,13.07251072,59.18663025,0,15,2,Actual,,,,,220,48,61
43247, , ,1, ,101980,1,30,SH C67017,CORP WOODS DR, , , , ,CORP WOODS BLVD, ,30, ,112046,112046,101980011,0,0.81,39149211,1,2046,,17,Combined Total,Y,,2019,F,3631,526,332,144,29,2018,3641,14,63,2014,4025,2011,7602,2006,10268,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,173,5,Estimated,,,,,569,328,486
43250, , ,0,0I090011107C,272729,1,30,DIVERGE RAMPS - US9 NB/NY377,US 9 NB (ON), , , ,Y,I90 Exit 6 Alba, ,0,Y,113239,113239,272729011,0.44,0.83,39110573,1,3239,,11,Combined Total,Y,Y,2019,F,4516,430,430,147,245,2018,4451,10,100,2010,2126,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,392,9,Estimated,,,,,253,247,306
43254, , ,1, ,104463,1,30,LIVINGSTON AVE,MANNING BLVD, , , , ,NORTHERN BLVD, ,30,Y,114001,114001,104463011,0,0.21,39099591,1,4001,,16,Combined Total,Y,Y,2019,F,1731,136,136,62,12,2017,1737,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,74,4,Estimated,,,,,76,106,122
43257, , ,0,01046751101A,276158,1,30,WASHINGTON AVE EB,HARRIMAN CAMPUS OUTER LOOP, , , ,Y,Washington Ave, ,0,Y,113405,113405,276158011,0,0.24,39259025,1,3405,,14,Combined Total,Y,Y,2019,A,1188,167,167,31,1,2019,1188,14,100,2013,1120,2011,1126,,,2019,12,3,3,0,1,88,9,1,2,1,0,0,2019,2019,35,29,29,34,0,0,13.07251072,59.18663025,0,32,3,Actual,,,,,186,112,115
43259, , ,1, ,104049,1,30,COLONIAL AVE,RUSSELL RD, , , , ,BERKSHIRE BLVD, ,30, ,112044,112044,104049011,0.36,1.13,39248108,1,2044,,17,Combined Total,Y,,2019,A,2629,277,173,44,1,2019,2629,11,62,2015,2868,2011,2953,2006,3301,2015,12,2,2,0,1,87,10,0,1,1,0,0,2019,2015,30,26,28,33,0,0,13.07251072,59.18663025,0,45,2,Actual,,,,,176,176,308
43265, , ,0,0I087011105B,272539,1,30,MERGED-RAMP TO I87 NB ON,I-87 NB ON, , , ,Y,I87 Exit 2 Alba, ,0,Y,113015,113015,272539011,0.25,0.67,39228647,1,3015,,11,Combined Total,Y,Y,2019,F,5502,524,524,179,299,2017,5347,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,478,9,Estimated,,,,,235,430,561
43279, , ,0,NY085011102A,272908,1,30,NY 85 NB (OFF),HARRIMAN CAMPUS OUTER LOOP, , , ,Y,NY85 @ US 20 Ex, ,0,Y,113329,113329,272908011,0,0.19,39225113,1,3329,,14,Combined Total,Y,Y,2019,F,2270,444,444,31,0,2017,2296,20,100,2013,2323,2010,5209,,,2017,9,1,1,0,0,90,8,0,1,1,0,0,2019,2017,35,46,48,54,9,0,13.07251072,59.18663025,0,31,1,Actual,,,,,478,141,125
43286, , ,0,0I090011106C,272725,1,30,CORPORATE WOODS BLVD,I-90 WB (ON), , , ,Y,I90 Exit 5A Alb, ,0,Y,113221,113221,272725011,0,0.3,39242160,1,3221,,11,Combined Total,Y,Y,2019,F,2978,615,615,39,3,2017,2894,21,100,2012,2472,,,,,2017,10,1,1,0,0,90,8,0,1,1,0,0,2019,2017,35,46,47,52,5,0,13.07251072,59.18663025,0,42,1,Actual,,,,,106,262,653
43291, , ,0,0I090011108D,272734,1,30,I-787 SB (OFF),DIVERGE  TO I-90 EB&WB, , , ,Y,I90 at I787 Alb, ,0,Y,113915,113915,272734011,0,0.5,39259743,1,3915,,11,Combined Total,Y,Y,2019,F,26680,2413,2413,1772,729,2017,25927,9,100,,,,,,,2017,30,9,7,3,0,70,21,1,6,1,1,0,2019,2017,35,59,61,68,84,27,13.07251072,59.18663025,0,2501,9,Actual,,,,,2387,1457,2140
43302, , ,1, ,104559,1,30,WESTERN AVE,WEST CITY LINE, , , , ,RUSSELL RD, ,30, ,112039,112039,104559011,0,0.7,39197030,1,2039,,17,Combined Total,Y,,2019,A,1971,207,144,38,7,2019,1971,10,70,2015,1925,2011,2041,2006,2340,2019,16,2,2,0,0,84,13,0,2,1,0,0,2019,2019,30,29,30,35,0,0,13.07251072,59.18663025,0,45,2,Actual,,,,,153,135,230
43306, , ,0,0I090011104A,272973,1,30,DIVERGE EB RAMPS,NY 85 (ON), , , ,Y,I90 Exit 4 Alba, ,0,Y,113208,113208,272973011,0,0.25,39244771,1,3208,,11,Combined Total,Y,Y,2019,F,11294,1067,1067,368,613,2018,11132,9,100,2013,11250,2010,10610,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,981,9,Estimated,,,,,1145,639,1005
43308, , ,0,0I090011107B,272728,1,30,MRGE US 9 RMPS TO I-90 EB,I-90 EB (ON), , , ,Y,I90 Exit 6 Alba, ,0,Y,113903,113903,272728011,0.54,0.73,39256388,1,3903,,11,Combined Total,Y,Y,2019,F,12060,1089,1089,393,654,2018,11887,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1047,9,Estimated,,,,,596,697,922
43310, , ,0,0I090011105C,272975,1,30,I-90 WB (OFF),EVERETT RD, , , ,Y,I90 Exit 5 Alba, ,0,Y,113216,113216,272975011,0,0.24,39244012,1,3216,,11,Combined Total,Y,Y,2019,F,13036,1099,1099,640,155,2017,12668,8,100,2012,15063,,,,,2017,22,6,5,1,0,78,16,2,3,1,0,0,2019,2017,35,46,48,54,12,1,13.07251072,59.18663025,0,795,6,Actual,,,,,1061,968,1175
43311, , ,0,0I090011108D,272734,1,30,MERGE WITH I787 NB OFF,I-90 WB (ON), , , ,Y,I90 at I787 Alb, ,0,Y,113908,113908,272734011,0.6,0.77,39229895,1,3908,,11,Combined Total,Y,Y,2019,F,32702,2818,2818,1065,1775,2017,31779,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2840,9,Estimated,,,,,1767,1615,1998
43315, , ,0,0I787011106G,272979,1,30,NY378 MENANDS RD WB,MRGE RMP NY378 MENANDS RD EB, , , ,Y,I787 Exit 7 Alb, ,0,Y,113313,113313,272979011,0,0.32,39243793,1,3313,,11,Combined Total,Y,Y,2019,F,6650,807,807,216,361,2018,6555,12,100,2017,2908,2013,6869,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,577,9,Estimated,,,,,869,360,435
43328, , ,0,0I090011102D,272714,1,30,FULLER RD,I-90 WB (ON), , , ,Y,I90 Exit 2 Alba, ,0,Y,113199,113199,272714011,0,0.66,39235281,1,3199,,11,Combined Total,Y,Y,2019,F,5153,638,638,168,280,2017,5008,12,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,448,9,Estimated,,,,,225,332,660
43330, , ,0,0I090011103C,272971,1,30,MERGE EB RAMPS,MERGE RAMP TO I-90 WB, , , ,Y,I90 Exit 3 Alba, ,0,Y,113809,113809,272971011,0.12,0.32,39177564,1,3809,,11,Combined Total,Y,Y,2019,F,2275,438,438,74,123,2018,2242,19,100,2014,2438,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,197,9,Estimated,,,,,134,168,470
43334, , ,0,NY085011104C,272916,1,30,NY 85 SB (OFF),CAMPUS OUTER RING, , , ,Y,NY85 I90 Exit A, ,0,Y,113337,113337,272916011,0,0.3,39196503,1,3337,,14,Combined Total,Y,Y,2019,F,4673,738,738,176,65,2018,4699,16,100,2013,4441,2010,1145,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,241,5,Estimated,,,,,811,318,285
