OBJECTID,RCSTA,RC Code,Roadway Name,Station Start,Station End,Functional Class,Factor Group,Specific Recorder Placement,Channel Notes,Vehicle Axle Code,Count Year,Count Month,Day of First Data,Federal Direction,Full Count,1200am-0100am,0100am-0200am,0200am-0300am,0300am-0400am,0400am-0500am,0500am-0600am,0600am-0700am,0700am-0800am,0800am-0900am,0900am-1000am,1000am-1100am,1100am-1200pm,1200pm-0100pm,0100pm-0200pm,0200pm-0300pm,0300pm-0400pm,0400pm-0500pm,0500pm-0600pm,0600pm-0700pm,0700pm-0800pm,0800pm-0900pm,0900pm-1000pm,1000pm-1100pm,1100pm-1200pm,Average Weekday Daily Traffic,Seasonal Factor,Axle Factor,AADT,High Hour Value,High Hour Interval,Average Weekday F1S,Average Weekday F2S,Average Weekday F3S,Average Weekday F4S,Average Weekday F5S,Average Weekday F6S,Average Weekday F7S,Average Weekday F8S,Average Weekday F9S,Average Weekday F10S,Average Weekday F11S,Average Weekday F12S,Average Weekday F13S,Average Weekday Unclassified,Average Weekday Totals,Average Weekday Percent F3_13,Average Weekday Percent F4_13,Average Weekday Percent F4_7,Average Weekday Percent F8_13,Average Weekday Percent F1,Average Weekday Percent F2,Average Weekday Percent F3,Average Weekday Percent F4,Average Weekday Percent F5_7,Axle Correction Factor,Single Unit Peak,Combination Unit Peak,Single Unit AADT,Combination Unit AADT,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55mph,Vehicles Exceeding 65mph,Region,Region Number,County Number,Municipality,Latitude,Longitude,x,y
105028,534116,53,BRYANT ST,NY5 MAIN ST,NY384 DELAWARE,17,30,320ft E of NY-384           ,,1,2019,9,16,Combined Total,Y,25,9,8,6,7,22,55,166,195,159,144,159,193,183,174,194,221,238,157,122,101,73,51,37,2699,1.078,1,2504,238,18,14,2401,219,19,31,2,0,0,0,0,0,0,0,,2686,10,2,2,0,1,89,8,1,1,1,0,0,,,23,25,30,0,0,,5,3,,42.90892,-78.86985,184091.5861999998,4757969.84
105252,530307,53,DELAWARE AVE,JCT RT 5 EB & RT 950E BUFFAL,RT 5 WB BUFFALO W CHIPPEWA S,14,30,60' N of W Mohawk St        ,North                                             ,1,2019,7,29,Northbound,,26,15,13,8,16,59,202,422,458,348,293,284,327,295,237,255,366,390,190,131,115,93,62,44,4649,1.093,1,4253,458,9,47,3976,438,52,83,7,0,4,0,0,0,0,0,,4607,13,3,3,0,1,86,10,1,2,1,0,0,,,20,23,29,0,0,,5,3,,42.88802,-78.87753,183357.47470000014,4755677.4837
105253,530307,53,DELAWARE AVE,JCT RT 5 EB & RT 950E BUFFAL,RT 5 WB BUFFALO W CHIPPEWA S,14,30,256' S of W Huron St        ,South                                             ,1,2019,7,29,Southbound,,34,24,12,10,14,28,91,241,393,303,246,256,295,347,313,360,431,344,230,211,171,120,102,66,4642,1.093,1,4247,458,9,36,3949,479,85,62,5,0,3,1,0,0,0,0,,4620,14,3,3,0,1,85,10,2,1,1,0,0,,,21,25,31,0,0,,5,3,,42.88802,-78.87753,183357.47470000014,4755677.4837
105254,530307,53,DELAWARE AVE,JCT RT 5 EB & RT 950E BUFFAL,RT 5 WB BUFFALO W CHIPPEWA S,14,30,256' S of W Huron St        ,,1,2019,7,29,Combined Total,Y,60,39,25,18,30,87,293,663,851,651,539,540,622,642,550,615,797,734,420,342,286,213,164,110,9291,1.093,1,8500,851,9,83,7925,917,137,145,12,0,7,1,0,0,0,0,,9227,13,3,3,0,1,86,10,1,2,1,0,0,,,21,24,30,0,0,,5,3,,42.88802,-78.87753,183357.47470000014,4755677.4837
105255,530956,53,Elm St,RT 954L - BROADWAY,JCT RT 33 EB - KENS EXPY,14,30,327' N of Sycamore St       ,North                                              / North / North,1,2019,7,29,Northbound,,151,86,60,49,90,441,1270,1736,1674,1082,907,876,948,821,968,1224,1739,1662,914,645,541,526,440,272,19122,1.093,1,17495,1739,17,66,17080,1617,59,179,27,8,14,18,6,0,0,2,,19076,10,2,1,0,0,90,8,0,1,1,0,0,,,29,31,37,0,0,,5,3,,42.88935,-78.86796,184145.85479999986,4755789.191400001
105256,530956,53,Elm St,RT 954L - BROADWAY,JCT RT 33 EB - KENS EXPY,14,30,306' N of Sycamore St       ,South                                              / South / South,1,2019,7,29,Southbound,,190,154,100,88,102,289,862,1886,2179,1513,1144,1225,1266,1142,1311,1921,1915,1876,1341,956,726,577,468,355,23586,1.093,1,21579,2179,9,81,20937,2057,75,262,43,21,18,34,6,0,0,3,,23537,11,2,2,0,0,89,9,0,1,1,0,0,,,26,29,37,0,0,,5,3,,42.88935,-78.86796,184145.85479999986,4755789.191400001
105257,530956,53,Elm St,RT 954L - BROADWAY,JCT RT 33 EB - KENS EXPY,14,30,306' N of Sycamore St       ,,1,2019,7,29,Combined Total,Y,341,240,160,137,192,730,2132,3622,3853,2595,2051,2101,2214,1963,2279,3145,3654,3538,2255,1601,1267,1103,908,627,42708,1.093,1,39074,3853,9,147,38017,3674,134,441,70,29,32,52,12,0,0,5,,42613,10,2,2,0,0,89,9,0,1,1,0,0,,,27,30,37,0,0,,5,3,,42.88935,-78.86796,184145.85479999986,4755789.191400001
106819,530941,53,ACC I-190 SB,MASSACHUSETTS AVE,MERGE WITH RT 951H,16,30,609' S of Massachusetts Ave ,South                                              / South,1,2019,6,16,Southbound,,78,39,23,36,55,166,340,479,480,358,285,313,356,375,426,593,603,484,365,282,219,202,166,123,6846,1.113,1,6151,603,17,30,5762,842,43,119,10,0,19,17,0,0,0,0,,6842,15,3,3,1,0,84,12,1,2,1,0,0,,,49,50,56,17,1,,5,3,,42.9048,-78.90067,181554.12299999967,4757628.597999999
106820,530941,53,ACC I-190 SB,MASSACHUSETTS AVE,MERGE WITH RT 951H,16,30,609' S of Massachusetts Ave ,,1,2019,6,16,Combined Total,Y,78,39,23,36,55,166,340,479,480,358,285,313,356,375,426,593,603,484,365,282,219,202,166,123,6846,1.113,1,6151,603,17,30,5762,842,43,119,10,0,19,17,0,0,0,0,,6842,15,3,3,1,0,84,12,1,2,1,0,0,,,49,50,56,17,1,,5,3,,42.9048,-78.90067,181554.12299999967,4757628.597999999
106824,531109,53,EDWARD ST,W MAIN ST,DELAWARE AVE,14,30,135' W of Pearl St          ,West                                               / ,1,2019,6,16,Westbound,,70,42,40,21,27,68,217,671,814,542,402,465,446,436,438,559,652,671,428,330,289,241,180,123,8172,1.113,1,7342,814,9,21,7246,693,65,123,5,1,6,5,0,0,0,0,,8165,11,3,2,0,0,89,8,1,2,1,0,0,,,22,25,31,0,0,,5,3,,42.89525,-78.87231,183820.78660000023,4756460.831800001
106825,531109,53,EDWARD ST,W MAIN ST,DELAWARE AVE,14,30,135' W of Pearl St          ,,1,2019,6,16,Combined Total,Y,70,42,40,21,27,68,217,671,814,542,402,465,446,436,438,559,652,671,428,330,289,241,180,123,8172,1.113,1,7342,814,9,21,7246,693,65,123,5,1,6,5,0,0,0,0,,8165,11,3,2,0,0,89,8,1,2,1,0,0,,,22,25,31,0,0,,5,3,,42.89525,-78.87231,183820.78660000023,4756460.831800001
106826,531133,53,GOODELL ST,MULBERRY ST,RT 33 WB OFF RAMP,14,30,108' W of Mulberry St       ,West                                               / West,1,2019,6,16,Westbound,,59,44,32,26,48,186,660,1067,1175,838,572,517,507,473,505,520,544,520,488,303,254,218,205,106,9867,1.113,1,8865,1175,9,20,8770,808,77,159,7,0,1,5,0,0,0,0,,9847,11,3,2,0,0,89,8,1,2,1,0,0,,,28,32,39,0,0,,5,3,,42.89408,-78.86337,184544.85840000026,4756297.2896
106827,531133,53,GOODELL ST,MULBERRY ST,RT 33 WB OFF RAMP,14,30,108' W of Mulberry St       ,,1,2019,6,16,Combined Total,Y,59,44,32,26,48,186,660,1067,1175,838,572,517,507,473,505,520,544,520,488,303,254,218,205,106,9867,1.113,1,8865,1175,9,20,8770,808,77,159,7,0,1,5,0,0,0,0,,9847,11,3,2,0,0,89,8,1,2,1,0,0,,,28,32,39,0,0,,5,3,,42.89408,-78.86337,184544.85840000026,4756297.2896
107146,530287,53,NIAGARA ST,INTER 8 ACC 190I & RT 951L,PORTER AVE,14,30,49ft N of Pennsylvania St   ,North                                             ,1,2019,9,23,Northbound,,43,24,17,12,10,32,120,331,350,329,308,341,353,341,372,421,556,560,301,244,169,134,102,74,5544,1.078,1,5143,560,18,23,4773,509,86,113,20,0,5,3,0,0,0,0,,5532,13,4,4,0,0,86,9,2,2,1,0,0,,,19,22,28,0,0,,5,3,,42.89829,-78.88921,182456.34729999956,4756862.1927000005
107147,530287,53,NIAGARA ST,INTER 8 ACC 190I & RT 951L,PORTER AVE,14,30,49ft N of Pennsylvania St   ,South                                             ,1,2019,9,23,Southbound,,40,27,15,14,15,40,100,256,378,349,274,331,327,326,350,399,419,363,302,258,168,138,105,58,5052,1.078,1,4686,560,18,24,4433,412,81,72,7,0,1,1,0,0,0,0,,5031,11,3,3,0,0,88,8,2,2,1,0,0,,,16,17,27,0,0,,5,3,,42.89829,-78.88921,182456.34729999956,4756862.1927000005
107148,530287,53,NIAGARA ST,INTER 8 ACC 190I & RT 951L,PORTER AVE,14,30,49ft N of Pennsylvania St   ,,1,2019,9,23,Combined Total,Y,83,51,32,26,25,72,220,587,728,678,582,672,680,667,722,820,975,923,603,502,337,272,207,132,10596,1.078,1,9829,975,17,47,9206,921,167,185,27,0,6,4,0,0,0,0,,10563,12,4,4,0,0,87,9,2,2,1,0,0,,,18,20,28,0,0,,5,3,,42.89829,-78.88921,182456.34729999956,4756862.1927000005
107149,531325,53,RABIN TERRACE,W HURON,GEORGIA ST,17,30,162ft S of Georgia St       ,North                                             ,1,2019,9,23,Northbound,,2,1,0,0,1,8,18,20,19,18,16,10,15,14,11,17,14,19,10,8,4,3,5,4,237,1.078,1,220,20,8,5,198,25,1,2,0,0,0,0,0,0,0,0,,231,12,1,1,0,2,86,11,0,1,1,0,0,,,16,17,24,0,0,,5,3,,42.8905,-78.88029,183144.78019999992,4755963.3268
107150,531325,53,RABIN TERRACE,W HURON,GEORGIA ST,17,30,162ft S of Georgia St       ,South                                             ,1,2019,9,23,Southbound,,3,1,1,0,1,4,7,45,38,26,20,27,24,24,33,47,37,28,19,15,9,7,8,4,428,1.078,1,397,47,16,0,374,40,0,10,1,0,0,0,0,0,0,0,,425,12,3,3,0,0,88,9,0,3,1,0,0,,,19,22,27,0,0,,5,3,,42.8905,-78.88029,183144.78019999992,4755963.3268
107151,531325,53,RABIN TERRACE,W HURON,GEORGIA ST,17,30,162ft S of Georgia St       ,,1,2019,9,23,Combined Total,Y,5,2,1,0,2,12,25,65,57,44,36,37,39,38,44,64,51,47,29,23,13,10,13,8,665,1.078,1,617,65,8,5,572,65,1,12,1,0,0,0,0,0,0,0,,656,12,2,2,0,1,87,10,0,2,1,0,0,,,18,21,26,0,0,,5,3,,42.8905,-78.88029,183144.78019999992,4755963.3268
107152,534148,53,EAST CHIPPEWA,MAIN ST,WASHINGTON ST,14,30,113ft W of Washington St    ,East                                              ,1,2019,9,23,Eastbound,,20,15,8,4,5,11,29,71,110,76,93,111,76,111,121,125,146,160,92,87,72,44,76,29,1692,1.078,1,1570,160,18,8,1464,161,13,25,2,1,0,0,0,0,0,0,,1674,12,2,2,0,0,87,10,1,2,1,0,0,,,14,12,20,0,0,,5,3,,42.89005,-78.87234,183791.72919999994,4755883.406400001
107153,534148,53,EAST CHIPPEWA,MAIN ST,WASHINGTON ST,14,30,113ft W of Washington St    ,West                                              ,1,2019,9,23,Westbound,,38,17,12,9,9,24,78,188,264,155,152,183,126,175,185,171,192,217,153,136,97,76,108,48,2813,1.078,1,2609,264,9,16,2468,241,17,35,1,0,0,0,0,0,0,0,,2778,11,2,2,0,1,89,9,1,1,1,0,0,,,14,12,20,0,0,,5,3,,42.89005,-78.87234,183791.72919999994,4755883.406400001
107154,534148,53,EAST CHIPPEWA,MAIN ST,WASHINGTON ST,14,30,113ft W of Washington St    ,,1,2019,9,23,Combined Total,Y,58,32,20,13,14,35,107,259,374,231,245,294,202,286,306,296,338,377,245,223,169,120,184,77,4505,1.078,1,4179,377,18,24,3932,402,30,60,3,1,0,0,0,0,0,0,,4452,11,2,2,0,1,88,9,1,1,1,0,0,,,14,12,20,0,0,,5,3,,42.89005,-78.87234,183791.72919999994,4755883.406400001
110753,530917,53,CHURCH/S ELMWOO,NY384,MAIN ST,14,30,146' W of Franklin St       ,East                                               / East / East,1,2019,11,19,Eastbound,,11,6,5,8,8,45,183,544,612,304,234,200,171,170,172,152,170,142,92,69,50,39,28,22,3437,1.033,1,3327,612,9,5,2924,421,22,48,7,0,2,2,0,0,0,0,,3431,15,2,2,0,0,85,12,1,2,1,0,0,,,19,23,30,0,0,,5,3,,42.88345,-78.87805,183291.59059999976,4755171.875600001
110754,530917,53,CHURCH/S ELMWOO,NY384,MAIN ST,14,30,168' W of Franklin St       ,West                                               / West / West,1,2019,11,19,Westbound,,55,28,21,19,19,50,135,263,321,323,300,324,328,350,420,591,650,680,338,254,192,132,159,102,6054,1.033,1,5861,680,18,3,5220,717,71,93,15,5,3,0,0,0,0,0,,6127,15,3,3,0,0,85,12,1,2,1,0,0,,,20,23,30,0,0,,5,3,,42.88345,-78.87805,183291.59059999976,4755171.875600001
110755,530917,53,CHURCH/S ELMWOO,NY384,MAIN ST,14,30,168' W of Franklin St       ,,1,2019,11,19,Combined Total,Y,66,34,26,27,27,95,318,807,933,627,534,524,499,520,592,743,820,822,430,323,242,171,187,124,9491,1.033,1,9188,933,9,8,8144,1138,93,141,22,5,5,2,0,0,0,0,,9558,15,3,3,0,0,85,12,1,2,1,0,0,,,20,23,30,0,0,,5,3,,42.88345,-78.87805,183291.59059999976,4755171.875600001
112487,530150,53,KENSINGTON EXPY,ACC JEFFERSON AVE,BEST ST,12,30,406ft E of Jefferson Ave (Over),East                                               / East / East,1,2019,9,23,Eastbound,,243,143,80,68,106,282,872,1772,1594,1350,1361,1558,1660,1648,1938,2788,3864,3528,1731,1305,950,664,812,416,30733,1.078,1,28509,3864,17,30,28011,2134,208,283,0,0,0,68,0,0,0,0,,30734,9,2,2,0,0,91,7,1,1,1,0,0,,,,,,,,,5,3,,42.89781,-78.85266,185438.4478000002,4756671.4166
112488,530150,53,KENSINGTON EXPY,ACC JEFFERSON AVE,BEST ST,12,30,357ft E of Jefferson Ave (Over),West                                               / West / West,1,2019,9,23,Westbound,,192,104,84,83,128,557,1914,4028,4676,2748,1737,1672,1694,1621,1777,1956,1910,1841,1446,991,692,588,504,344,33287,1.078,1,30878,4676,9,33,30508,2160,214,281,0,0,0,85,0,0,0,0,,33281,8,2,1,0,0,92,6,1,1,1,0,0,,,,,,,,,5,3,,42.89781,-78.85266,185438.4478000002,4756671.4166
112855,530150,53,KENSINGTON EXPY,ACC JEFFERSON AVE,BEST ST,12,30,357ft E of Jefferson Ave (Over),,1,2019,9,23,Combined Total,Y,435,247,164,151,234,839,2786,5800,6270,4098,3098,3230,3354,3269,3715,4744,5774,5369,3177,2296,1642,1252,1316,760,64020,1.078,1,59387,6270,9,63,58519,4294,422,564,0,0,0,153,0,0,0,0,,64015,8,2,2,0,0,91,7,1,1,1,0,0,,,,,,,,,5,3,,42.89781,-78.85266,185438.4478000002,4756671.4166
113073,534817,53,SUMMER ST,NY384 DELAWARE AVE,LINWOOD AVE,16,30,111ft W of Linwood Ave      ,East                                              ,1,2019,9,16,Eastbound,,29,13,7,9,12,41,129,299,322,236,199,226,244,239,243,278,315,273,204,149,113,87,64,32,3763,1.078,1,3491,322,9,27,3135,451,35,73,6,0,0,0,0,0,0,0,,3727,15,3,3,0,1,84,12,1,2,1,0,0,,,16,15,25,0,0,,5,3,,42.90463,-78.87065,184004.3247999996,4757496.3785999995
113074,534817,53,SUMMER ST,NY384 DELAWARE AVE,LINWOOD AVE,16,30,111ft W of Linwood Ave      ,West                                              ,1,2019,9,16,Westbound,,24,16,10,7,6,22,64,199,240,208,196,207,245,217,262,288,358,344,230,175,135,103,78,52,3686,1.078,1,3419,358,17,17,3139,380,68,69,3,0,0,0,0,0,0,0,,3676,14,4,4,0,0,85,10,2,2,1,0,0,,,20,23,28,0,0,,5,3,,42.90463,-78.87065,184004.3247999996,4757496.3785999995
113075,534817,53,SUMMER ST,NY384 DELAWARE AVE,LINWOOD AVE,16,30,111ft W of Linwood Ave      ,,1,2019,9,16,Combined Total,Y,53,29,17,16,18,63,193,498,562,444,395,433,489,456,505,566,673,617,434,324,248,190,142,84,7449,1.078,1,6910,673,17,44,6274,831,103,142,9,0,0,0,0,0,0,0,,7403,15,3,3,0,1,85,11,1,2,1,0,0,,,18,20,27,0,0,,5,3,,42.90463,-78.87065,184004.3247999996,4757496.3785999995
113076,534954,53,EDWARD ST,DELAWARE AVE,ELMWOOD AVE,14,30,214ft E of S Elmwood Ave    ,West                                              ,1,2019,9,16,Westbound,,35,24,14,8,12,24,65,284,300,222,183,226,209,207,227,289,346,386,242,180,157,120,93,70,3923,1.078,1,3639,386,18,25,3367,399,53,62,2,0,3,0,0,0,0,0,,3911,13,3,3,0,1,86,10,1,2,1,0,0,,,18,21,27,0,0,,5,3,,42.896,-78.87588,183533.0998999998,4756557.568399999
113077,534954,53,EDWARD ST,DELAWARE AVE,ELMWOOD AVE,14,30,214ft E of S Elmwood Ave    ,,1,2019,9,16,Combined Total,Y,35,24,14,8,12,24,65,284,300,222,183,226,209,207,227,289,346,386,242,180,157,120,93,70,3923,1.078,1,3639,386,18,25,3367,399,53,62,2,0,3,0,0,0,0,0,,3911,13,3,3,0,1,86,10,1,2,1,0,0,,,18,21,27,0,0,,5,3,,42.896,-78.87588,183533.0998999998,4756557.568399999
113538,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,207ft N of Seneca St        ,North                                             ,1,2019,6,18,Northbound,,48,23,16,15,13,25,69,162,202,150,172,204,234,208,242,286,470,470,220,216,208,200,137,78,4068,1.113,1,3655,470,17,21,3282,387,243,88,15,1,9,0,0,0,0,0,,4046,18,9,9,0,1,81,10,6,3,1,1,0,,,18,21,26,0,0,,5,3,,42.881,-78.8749,183536.32849999983,4754887.9026999995
113539,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,207ft N of Seneca St        ,South                                             ,1,2019,6,18,Southbound,,16,6,3,6,10,53,104,230,264,241,148,118,124,142,115,132,211,234,178,98,80,66,54,22,2655,1.113,1,2385,470,17,24,2158,240,135,66,15,1,2,1,0,0,0,0,,2642,17,8,8,0,1,82,9,5,3,1,1,0,,,16,16,24,0,0,,5,3,,42.881,-78.8749,183536.32849999983,4754887.9026999995
113540,534872,53,WASHINGTON ST,SENECA ST,SWAN ST,16,30,207ft N of Seneca St        ,,1,2019,6,18,Combined Total,Y,64,29,19,21,23,78,173,392,466,391,320,322,358,350,357,418,681,704,398,314,288,266,191,100,6723,1.113,1,6040,704,18,45,5440,627,378,154,30,2,11,1,0,0,0,0,,6688,18,9,8,0,1,81,9,6,3,1,1,0,,,17,20,25,0,0,,5,3,,42.881,-78.8749,183536.32849999983,4754887.9026999995
113614,531122,53,WEST CHIPPEWA S,PEARL ST,MAIN ST,14,30,90' W of Main St            ,East                                              ,1,2019,7,15,Eastbound,,27,16,9,5,9,13,28,65,107,82,85,95,117,111,109,131,160,163,83,86,70,65,52,38,1726,1.093,1,1579,163,18,20,1505,160,10,21,1,0,0,0,0,0,0,0,,1717,11,2,2,0,1,88,9,1,1,1,0,0,,,14,11,19,0,0,,5,3,,42.89022,-78.87329,183715.01520000026,4755905.8621
113615,531122,53,WEST CHIPPEWA S,PEARL ST,MAIN ST,14,30,90' W of Main St            ,West                                              ,1,2019,7,15,Westbound,,38,30,14,8,9,15,59,150,228,178,145,173,188,179,183,179,198,203,176,154,128,108,91,71,2905,1.093,1,2658,228,9,17,2565,253,10,40,0,0,0,0,0,0,0,0,,2885,11,2,2,0,1,89,9,0,1,1,0,0,,,14,12,21,0,0,,5,3,,42.89022,-78.87329,183715.01520000026,4755905.8621
113616,531122,53,WEST CHIPPEWA S,PEARL ST,MAIN ST,14,30,90' W of Main St            ,,1,2019,7,15,Combined Total,Y,65,46,23,13,18,28,87,215,335,260,230,268,305,290,292,310,358,366,259,240,198,173,143,109,4631,1.093,1,4237,366,18,37,4070,413,20,61,1,0,0,0,0,0,0,0,,4602,11,2,2,0,1,88,9,0,1,1,0,0,,,14,12,20,0,0,,5,3,,42.89022,-78.87329,183715.01520000026,4755905.8621
113617,534637,53,NIAGARA ST,NIAGARA SQUARE,S ELMWOOD AVE,14,30,37' N of Jerge Dr           ,North                                             ,1,2019,7,15,Northbound,,32,19,16,6,11,43,127,298,297,292,284,284,309,295,296,305,417,447,184,151,134,124,92,65,4528,1.093,1,4143,447,18,53,3837,367,151,89,10,2,4,0,0,0,0,0,,4513,14,6,6,0,1,85,8,3,2,1,0,0,,,18,21,27,0,0,,5,3,,42.88728,-78.87912,183223.82639999967,4755601.286900001
113618,534637,53,NIAGARA ST,NIAGARA SQUARE,S ELMWOOD AVE,14,30,37' N of Jerge Dr           ,South                                             ,1,2019,7,15,Southbound,,37,25,15,9,9,28,98,264,433,321,218,217,222,262,219,218,186,172,152,129,106,86,69,53,3548,1.093,1,3246,447,18,34,3084,285,84,47,3,0,1,0,0,0,0,0,,3538,12,4,4,0,1,87,8,2,1,1,0,0,,,19,22,27,0,0,,5,3,,42.88728,-78.87912,183223.82639999967,4755601.286900001
113619,534637,53,NIAGARA ST,NIAGARA SQUARE,S ELMWOOD AVE,14,30,37' N of Jerge Dr           ,,1,2019,7,15,Combined Total,Y,69,44,31,15,20,71,225,562,730,613,502,501,531,557,515,523,603,619,336,280,240,210,161,118,8076,1.093,1,7389,730,9,87,6921,652,235,136,13,2,5,0,0,0,0,0,,8051,13,5,5,0,1,86,8,3,2,1,0,0,,,18,22,27,0,0,,5,3,,42.88728,-78.87912,183223.82639999967,4755601.286900001
113620,536488,53,PORTER AVE,DAR DR,LAKEVIEW AVE,14,30,38' W of Traffic Circle     ,East                                              ,1,2019,7,14,Eastbound,,74,43,34,19,36,74,262,488,523,402,326,406,439,422,435,516,582,623,553,528,520,391,236,165,8097,1.093,1,7408,623,18,55,6439,1306,24,153,54,0,9,29,2,0,0,0,,8071,20,3,3,0,1,80,16,0,3,1,0,0,,,20,23,28,0,0,,5,3,,42.89867,-78.89755,181777.2882000003,4756935.946799999
113621,536488,53,PORTER AVE,DAR DR,LAKEVIEW AVE,14,30,38' W of Traffic Circle     ,West                                              ,1,2019,7,14,Westbound,,15,8,5,3,2,23,33,72,61,54,53,77,104,95,86,98,122,179,173,138,101,56,31,26,1615,1.093,1,1478,623,18,10,1390,161,0,5,0,0,0,0,0,0,0,0,,1566,11,0,0,0,1,89,10,0,0,1,0,0,,,18,21,24,0,0,,5,3,,42.89867,-78.89755,181777.2882000003,4756935.946799999
113622,536488,53,PORTER AVE,DAR DR,LAKEVIEW AVE,14,30,38' W of Traffic Circle     ,,1,2019,7,14,Combined Total,Y,89,51,39,22,38,97,295,560,584,456,379,483,543,517,521,614,704,802,726,666,621,447,267,191,9712,1.093,1,8886,802,18,65,7829,1467,24,158,54,0,9,29,2,0,0,0,,9637,18,3,2,0,1,81,15,0,2,1,0,0,,,20,22,27,0,0,,5,3,,42.89867,-78.89755,181777.2882000003,4756935.946799999
114486,534149,53,EAST CHIPPEWA,WASHINGTON ST,ELLICOTT ST,14,30,128ft W of Ellicott St      ,East                                              ,1,2019,9,23,Eastbound,,14,10,6,2,2,6,17,48,64,65,70,82,87,87,89,101,119,114,75,61,44,33,69,23,1288,1.078,1,1195,119,17,4,1143,101,3,12,2,0,0,0,0,0,0,0,,1265,9,1,1,0,0,90,8,0,1,1,0,0,,,14,11,18,0,0,,5,3,,42.88972,-78.87119,183883.9587000003,4755842.4289
114487,534149,53,EAST CHIPPEWA,WASHINGTON ST,ELLICOTT ST,14,30,128ft W of Ellicott St      ,West                                              ,1,2019,9,23,Westbound,,30,14,8,7,9,42,110,256,305,209,148,169,168,151,150,180,192,222,174,137,78,64,102,38,2963,1.078,1,2749,305,9,3,2549,272,60,43,2,0,0,0,0,0,0,0,,2929,13,4,4,0,0,87,9,2,2,1,0,0,,,16,16,24,0,0,,5,3,,42.88972,-78.87119,183883.9587000003,4755842.4289
114488,534149,53,EAST CHIPPEWA,WASHINGTON ST,ELLICOTT ST,14,30,128ft W of Ellicott St      ,,1,2019,9,23,Combined Total,Y,44,24,14,9,11,48,127,304,369,274,218,251,255,238,239,281,311,336,249,198,122,97,171,61,4251,1.078,1,3944,369,9,7,3692,373,63,55,4,0,0,0,0,0,0,0,,4194,12,3,3,0,0,88,9,2,1,1,0,0,,,15,14,23,0,0,,5,3,,42.88972,-78.87119,183883.9587000003,4755842.4289
114489,534152,53,WEST CHIPPEWA S,DELAWARE AVE,FRANKLIN ST,14,30,141ft W of Franklin St      ,East                                              ,1,2019,9,23,Eastbound,,28,28,14,10,9,13,52,165,220,135,116,127,151,150,132,148,172,187,132,111,88,66,70,44,2368,1.078,1,2197,220,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89053,-78.87569,183520.60140000004,4755949.3268
114490,534152,53,WEST CHIPPEWA S,DELAWARE AVE,FRANKLIN ST,14,30,141ft W of Franklin St      ,West                                              ,1,2019,9,23,Westbound,,53,34,32,20,12,25,88,226,265,227,206,245,243,234,248,242,342,348,199,162,132,102,180,69,3934,1.078,1,3649,348,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89053,-78.87569,183520.60140000004,4755949.3268
114491,534152,53,WEST CHIPPEWA S,DELAWARE AVE,FRANKLIN ST,14,30,141ft W of Franklin St      ,,1,2019,9,23,Combined Total,Y,81,62,46,30,21,38,140,391,485,362,322,372,394,384,380,390,514,535,331,273,220,168,250,113,6302,1.078,1,5846,535,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,42.89053,-78.87569,183520.60140000004,4755949.3268
114492,534153,53,WEST CHIPPEWA S,FRANKLIN ST,PEARL ST,14,30,121ft W of Pearl St         ,East                                              ,1,2019,9,23,Eastbound,,31,23,14,6,7,10,37,98,164,112,101,124,134,134,119,134,167,194,145,117,91,64,72,39,2137,1.078,1,1982,194,18,6,1886,186,7,26,4,1,0,0,0,0,0,0,,2116,11,2,2,0,0,89,9,0,1,1,0,0,,,14,11,19,0,0,,5,3,,42.89042,-78.8745,183617.22169999965,4755932.6293
114493,534153,53,WEST CHIPPEWA S,FRANKLIN ST,PEARL ST,14,30,121ft W of Pearl St         ,West                                              ,1,2019,9,23,Westbound,,45,30,24,10,10,26,77,158,190,163,172,214,234,225,224,231,254,268,205,171,131,103,165,76,3406,1.078,1,3160,268,18,28,2988,293,18,39,2,1,0,0,0,0,0,0,,3369,10,2,2,0,1,89,9,1,1,1,0,0,,,14,12,20,0,0,,5,3,,42.89042,-78.8745,183617.22169999965,4755932.6293
114494,534153,53,WEST CHIPPEWA S,FRANKLIN ST,PEARL ST,14,30,121ft W of Pearl St         ,,1,2019,9,23,Combined Total,Y,76,53,38,16,17,36,114,256,354,275,273,338,368,359,343,365,421,462,350,288,222,167,237,115,5543,1.078,1,5142,462,18,34,4874,479,25,65,6,2,0,0,0,0,0,0,,5485,11,2,2,0,1,89,9,0,1,1,0,0,,,14,11,19,0,0,,5,3,,42.89042,-78.8745,183617.22169999965,4755932.6293
